,Unnamed: 0,Artist,Song Title,Full Title,Release Date,Year,Month,Day,Pageviews,url,featured_count,producer_count,writer_count,Song Lyrics,Artist Image,vocab,love,money,violence,drugs,gendered,sadness,joy,yes,no,gender
115,115,Nirvana,Dumb,Dumb by Nirvana,1993-09-21,1993,9,21.0,439467,https://genius.com/Nirvana-dumb-lyrics,0,1,1,i'm not like them but i can pretend the sun is gone but i have a light the day is done but i'm havin' fun i think i'm dumb or maybe just happy think i'm just happy think i'm just happy think i'm just happy  my heart is broke but i have some glue help me inhale and mend it with you we'll float around and hang out on clouds then we'll come down and have a hangover have a hangover have a hangover have a hangover skin the sun fall asleep wish away soul is cheap lesson learned wish me luck soothin' burn wake me up you might also like i'm not like them but i can pretend the sun is gone but i have a light the day is done but i'm havin' fun i think i'm dumb or maybe just happy think i'm just happy think i'm just happy think i'm just happy  i think i'm dumb i think i'm dumb i think i'm dumb i think i'm dumb i think i'm dumb i think i'm dumb i think i'm dumb i think i'm dumb i think i'm dumb i think i'm dumb i think i'm dumb i think i'm dumb58,https://images.genius.com/d5f11d1fb2e0c8d803744da555a2b6ae.1000x1000x1.jpg,66,1,0,0,0,11,0,8,0,2,male
116,116,Nirvana,Breed,Breed by Nirvana,1991-09-24,1991,9,24.0,296396,https://genius.com/Nirvana-breed-lyrics,0,1,1,i don't care i don't care i don't care i don't care i don't care care if it's old i don't mind i don't mind i don't mind i don't mind mind don't have a mind get away get away get away get away away away from your home i'm afraid i'm afraid i'm afraid i'm afraid afraid ghost  even if you have even if you need i don't mean to stare we don't have to breed we could plant a house we could build a tree i don't even care we could have all three  she said she said she said she said she said she said she said she said she said she said she said she said she said she said she said  i don't care i don't care i don't care i don't care care care if it's old i don't mind i don't mind i don't mind i don't mind mind don't have a mind get away get away get away get away away away from your home i'm afraid i'm afraid i'm afraid i'm afraid afraid ghost you might also like even if you have even if you need i don't mean to stare we don't have to breed we could plant a house we could build a tree i don't even care we could have all three  she said she said she said she said she said she said she said she said she said she said she said she said she said she said she said   hey even if you have even if you need i don't mean to stare we don't have to breed we could plant a house we could build a tree i don't even care we could have all three  she said she said she said she said she said she said she said she said she said she said she said she said she said she said she said she said she said saidgood41,https://images.genius.com/d5f11d1fb2e0c8d803744da555a2b6ae.1000x1000x1.jpg,39,0,0,0,0,95,0,0,0,0,male
117,117,Nirvana,Pennyroyal Tea,Pennyroyal Tea by Nirvana,1993-09-21,1993,9,21.0,290916,https://genius.com/Nirvana-pennyroyal-tea-lyrics,0,1,1,i'm on my time with everyone i have very bad posture  sit and drink pennyroyal tea distill the life that's inside of me sit and drink pennyroyal tea i'm anemic royalty  give me a leonard cohen afterworld so i can sigh eternally  i'm so tired i can't sleep i'm a liar and a thief sit and drink pennyroyal tea i'm anemic royalty   i'm on warm milk and laxatives cherryflavored antacids you might also like sit and drink pennyroyal tea distill the life that's inside of me sit and drink pennyroyal tea i'm anemic royalty  uh uh uh uh ha ha ha44,https://images.genius.com/d5f11d1fb2e0c8d803744da555a2b6ae.1000x1000x1.jpg,51,0,0,0,0,5,0,0,0,0,male
118,118,Nirvana,You Know You’re Right,You Know You're Right by Nirvana,2002-10-29,2002,10,29.0,242776,https://genius.com/Nirvana-you-know-youre-right-lyrics,0,1,1,100 contributorsyou know you’re right lyrics i will never bother you i will never promise to i will never follow you i will never bother you never speak a word again i will crawl away for good i will move away from here you won't be afraid of fear no thought was put into this and always knew it would come to this things have never been so swell i have never failed to fail  hey hey hey you know you're right you know you're right you know you're right  i'm so warm and calm inside i no longer have to hide let's talk about someone else steaming soup against her mouth nothing really bothers her she just wants to love himself i will move away from here you won't be afraid of fear no thought was put into this always knew it'd come to this things have never been so swell i have never failed to fail you might also like hey hey hey hey hey you know you're right you know you're right you know you're right you know you're right you know you're right you know you're right you know you're right you know you're right you know you're right you know you're right you know you're right you know you're right you know you're right you know you're right you know your rights you know your rights you know your rights hey50embed,https://images.genius.com/d5f11d1fb2e0c8d803744da555a2b6ae.1000x1000x1.jpg,82,1,0,0,0,26,0,0,0,25,male
119,119,Nirvana,On a Plain,On a Plain by Nirvana,1991-09-24,1991,9,24.0,232834,https://genius.com/Nirvana-on-a-plain-lyrics,0,1,1,i'll start this off without any words i got so high i scratched 'til i bled love myself better than you i know it's wrong so what should i do the finest day that i've ever had was when i learned to cry on command love myself better than you i know it's wrong so what should i do ooh ooh  i'm on a plain ooh ooh i can't complain ooh ooh i'm on a plain ooh ooh  my mother died every night it's safe to say don't quote me on that love myself better than you i know it's wrong so what should i do the black sheep got blackmailed again forgot to put on the zip code love myself better than you i know it's wrong so what should i do ooh ooh  i'm on a plain ooh ooh i can't complain ooh ooh i'm on a plain ooh ooh you might also like somewhere i have heard this before in a dream my memory has stored as a defense i'm neutered and spayed what the hell am i tryin' to say  it is now time to make it unclear to write off lines that don't make sense love myself better than you i know it's wrong so what should i do one more special message to go and then i'm done and i can go home love myself better than you i know it's wrong so what should i do ooh ooh  i'm on a plain ooh ooh i can't complain ooh ooh i'm on a plain ooh ooh i can't complain ooh ooh i'm on a plain ooh ooh i can't complain ooh ooh i'm on a plain ooh ooh i can't complain ooh ooh i'm on a plain ooh ooh i can't complain ooh ooh25,https://images.genius.com/d5f11d1fb2e0c8d803744da555a2b6ae.1000x1000x1.jpg,102,6,0,0,0,16,0,0,0,7,male
120,120,Queens of the Stone Age,No One Knows,No One Knows by Queens of the Stone Age,2002-08-27,2002,8,27.0,216707,https://genius.com/Queens-of-the-stone-age-no-one-knows-lyrics,0,2,2,"56 contributorsno one knows lyrics we get some rules to follow that and this these and those no one knows we get these pills to swallow how they stick in your throat tastes like gold oh what you do to me no one knows  and i realize you're mine indeed a fool am i and i realize you're mine indeed a fool am i i  i journey through the desert of the mind with no hope i follow i drift along the ocean dead lifeboat in the sun and come undone pleasantly cavin' in i come undone you might also like and i realize you're mine indeed a fool am i and i realize you're mine indeed a fool am i i   heaven smiles above me what a gift here below but no one knows a gift that you give to me no one knows  ustedes que son padres de familia— buenas tardes señores y señoritas aquí está el ""dj héctor bonifacio echevarría cervantes de la cruz arroyo rojas"" esta es la radio quetzalcoatl estación donde el rock vive y no muere vamos a escuchar un par de temas de queens of the stone age primero vamos a escuchar ""first it giveth"" qué música impresionante temible y verdaderamente ahora van a ver a ver a ver a ver aquí va20embed",https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,122,0,1,0,0,12,0,2,0,12,male
121,121,Queens of the Stone Age,If I Had a Tail,If I Had a Tail by Queens of the Stone Age (Ft. Alex Turner & Nick Oliveri),2013-05-13,2013,5,13.0,169696,https://genius.com/Queens-of-the-stone-age-if-i-had-a-tail-lyrics,2,4,1,49 contributorsif i had a tail lyrics gitchy gitchy ooh lala do runrun you won't get far i'm machine obsolete the land of the free lobotomy i wanna suck i wanna lick i wanna cry and i wanna spit tears of pleasure tears of pain they trickle down your face the same it's how you look not how you feel a city of glass with no heart  if i had a tail i'd own the night if i had a tail i'd swat the flies uhuhuhuh yeah ohoh ohoh ohoh uhuhuhuh yeah ohoh ohoh ohoh  gitchy gitchy ooh lala do runrun you won't get far animals in the midnight zone when you own the world you're always home get your hands dirty roll up them sleeves brainwashed or true believers buy flash cars diamond rings expensive holes to bury things i'm machine i'm obsolete in the land of the free immortality you might also like if i had a tail i'd own the flies if i had a tail i'd swat the flies uhuhuhuh ohohoh ohoh ohoh ohoh uhuhuhuh ohohoh ohoh ohahohah ohoh  ahooh oohooh ahooh oohoohooh oohooh  uhuhuhuh uhuh uhuh uhuh see me dancing on the scars uhuhuhuh uhuh uhuh uhuh see me dance ahooh ohoh ohoh ohoh ohoh  if i had a tail i will control the night if i had a tail i will control the night if i had a tail i will control the night if i had a tail i will control the night when we have a tail we will control28embed,https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,108,1,0,0,0,23,0,0,1,2,male
122,122,Queens of the Stone Age,I Appear Missing,I Appear Missing by Queens of the Stone Age,2013-05-13,2013,5,13.0,150588,https://genius.com/Queens-of-the-stone-age-i-appear-missing-lyrics,0,4,4,52 contributorsi appear missing lyrics calling all comas prisoner on the loose description the spitting image of me except for the heartshaped hole where the hope runs out  shock me awake and tear me apart pinned like a note in a hospital gown prisoner of sleep deeper down the rabbit hole never to be found again  where are you hiding my love cast off like a stone feelings raw and exposed when i'm out of control pieces were stolen from me or dare i say given away watching the water give in as i go down the drain i appear missing now  i go missing no longer exist one day i hope i'm someone you'd miss you might also like shock me awake tear me apart pinned like a note in a hospital gown deeper asleep further down the rabbit hole never to be found  it's only falling in love because you hit the ground  dancing on wire both ends are on fire cut me loose nowhere to run no more room to pretend wandering along the road in the summer night  i go missing no longer exist one day i hope i'm someone you'd miss  shock me awake tear me apart pinned like a note in a hospital gown deeper asleep further down the rabbit hole never to be found confide with my toes on the edge it's such a lovely view don't cry i never loved anything until i loved you inside i'm over the edge what can i do but shine i haven't a thing unless i have you confide with my toes on the edge it's such a lovely view don't cry i never loved anything until i loved you inside i'm over the edge what can i do but shine i've fallen through33embed,https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,137,9,0,1,0,28,0,3,0,8,male
123,123,Queens of the Stone Age,I Sat by the Ocean,I Sat by the Ocean by Queens of the Stone Age,2013-05-13,2013,5,13.0,139488,https://genius.com/Queens-of-the-stone-age-i-sat-by-the-ocean-lyrics,0,4,4,"39 contributorsi sat by the ocean lyrics i sat by the ocean and drank a potion baby to erase you face down in the boulevard yet i couldn't face you there ain't no use in cryin' it doesn't change anything so baby what good does it do your friends they all sympathize maybe i don't need them to  imagined i'd be your one and only instead i'm the lonely one you me and a lie silence is closer we're passing ships in the night  there's nowhere to run away said ""boy if you want love you'll have to go and find it with someone new do you know who you really are are you sure it's really you"" lies are a funny thing they slip through your fingertips because they never happened to you time wounds all the heals as we fade out of view  imagined i'd be your one and only instead i'm the lonely one you me and a lie silence is closer we're passing ships in the night you me and a lie silence is closer we're passing ships in the night into the light left with nowhere to hide you might also like closer and closer we're crashing ships in the night23embed",https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,112,3,0,0,0,25,0,0,1,4,male
124,124,Queens of the Stone Age,Go with the Flow,Go with the Flow by Queens of the Stone Age,2002-08-27,2002,8,27.0,137635,https://genius.com/Queens-of-the-stone-age-go-with-the-flow-lyrics,0,2,2,"41 contributorsgo with the flow lyrics she said ""i'll throw myself away they're just photos after all"" i can't make you hang around i can't wash you off my skin outside the frame is what we're leaving out you won't remember anyway  i can go with the flow don't say it doesn't matter with the flow matter anymore i can go with the flow i can go do you believe it in your head  it's so safe to play along little soldiers in a row falling in and out of love something sweet to throw away i want something good to die for to make it beautiful to live i want a new mistake lose is more than hesitate do you believe it in your head you might also like i can go with the flow don't say it doesn't matter with the flow matter anymore i can go with the flow i can go do you believe it in your head  do you believe it in your head do you believe it in your head18embed",https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,82,1,0,0,0,17,0,0,0,0,male
125,125,Queens of the Stone Age,"You Think I Ain’t Worth a Dollar, But I Feel Like a Millionaire","You Think I Ain't Worth a Dollar, But I Feel Like a Millionaire by Queens of the Stone Age",2002-08-27,2002,8,27.0,119611,https://genius.com/Queens-of-the-stone-age-you-think-i-aint-worth-a-dollar-but-i-feel-like-a-millionaire-lyrics,0,2,2,54 contributorsyou think i ain’t worth a dollar but i feel like a millionaire lyrics klon los angeles klon radio we play the songs that sound more like everyone else than anyone else klon hey alright it's kip kasper klon radio la's infinite repeat how we feelin' out there how's your drive time commute i need a saga what's the saga it's songs for the deaf you can't even hear it  dead bull with the life from the low i'll be massive conquistador give me soul and show me the door metal heavy soft at the core gimme toro gimme some more gimme toro gimme some more pressurize neutralize deepfried gimme some more  oh space truckin' four on the floor fortified with the liquor store this one's down gimme some more gimme toro gimme some more gimme toro gimme some more gimme toro gimme some more you might also like shrunken head i love to adore bmovie gimme some gore gimme toro gimme some more bmovie gimme some gore  uh yow gimme toro gimme some more gimme toro gimme some more gimme toro gimme some more gimme toro gimme some more yeah6embed,https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,106,1,1,0,0,15,0,0,0,0,male
126,126,Queens of the Stone Age,The Way You Used to Do,The Way You Used to Do by Queens of the Stone Age,2017-06-15,2017,6,15.0,108966,https://genius.com/Queens-of-the-stone-age-the-way-you-used-to-do-lyrics,0,1,4,32 contributorsthe way you used to do lyrics when i first met her she was seventeen seventeen jump like an arsonist to a perfect match burned alive  we run 'til no one could find us girl we outrun everyone  but it doesn't matter now just come and love me how like the way you used to do yeah  is love mental disease or lucky fever dream fine with either gave birth to monsters who will terrorize normalcy yeah they'll terrorize  if the world exploded behind us i never noticed if it done let nobody dare confine us i'll bury anyone who does you might also like but it doesn't matter now just come and love me how like the way you used to do  now the way you used to do  my heart a dingaling a puppet on a string c'est la vie so lay your hands across my beating heart love  if the world exploded behind us i never noticed if it done let nobody dare confine us i'll bury anyone who does  but it doesn't matter now just come and love me how like the way you used to do used to do like the way you used to do come and love me now like the way you used to do like the way you used to do9embed,https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,100,8,0,0,0,21,0,1,0,11,male
127,127,Queens of the Stone Age,Make It wit Chu,Make It wit Chu by Queens of the Stone Age,2007-06-08,2007,6,8.0,99634,https://genius.com/Queens-of-the-stone-age-make-it-wit-chu-lyrics,0,3,3,33 contributorsmake it wit chu lyrics  you wanna know if i know why i can't say that i do don't understand the evil eye or how one becomes two and i just can't recall what started it all or how to begin in the end i ain't here to break it just see how far it will bend again and again again and again  i wanna make it i wanna make it wit chu anytime anywhere i wanna make it again and again i wanna make it wit chu  sometimes the same is different but mostly it's the same these mysteries of life that jus' ain't my thing if i told you that i knew about the sun and the moon i'd be untrue the only thing i know for sure is what i wanna do anytime anywhere and i say babe  i wanna make it again and again i wanna make it wit chu anytime anywhere i wanna make it again and again i wanna make it wit chu i wanna make it anytime anywhere i wanna make it wit chu yeah i wanna make it oohooh i wanna make it wit chu you might also like  i wanna make it again and again i wanna make it wit chu i wanna make it anytime anywhere i wanna make it wit chu i wanna make it again and again i wanna make it wit chu again and again and again and again and again i wanna make it16embed,https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,79,0,0,0,0,20,0,0,1,3,male
128,128,Queens of the Stone Age,The Vampyre of Time and Memory,The Vampyre of Time and Memory by Queens of the Stone Age,2013-05-13,2013,5,13.0,93541,https://genius.com/Queens-of-the-stone-age-the-vampyre-of-time-and-memory-lyrics,0,4,4,42 contributorsthe vampyre of time and memory lyrics i want god to come and take me home 'cause i'm all alone in this crowd who are you to me who am i supposed to be not exactly sure anymore mmm where's this going to can i follow through or just follow you for a while  does anyone ever get this right i feel no love  ain't no confusion here it is as i've feared the illusion that you feel is real to be vulnerable is needed most of all if you intend to truly fall apart  you think the worst of all is far behind the vampire of time and memories has died i survived i speak i breathe i'm incomplete i'm alive hooray you're wrong again 'cause i feel no love you might also like does anyone ever get this right   does anyone ever get this right i feel no love i feel no love17embed,https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,93,4,0,0,0,9,0,0,1,6,male
129,129,Queens of the Stone Age,Fortress,Fortress by Queens of the Stone Age,2017-08-25,2017,8,25.0,92568,https://genius.com/Queens-of-the-stone-age-fortress-lyrics,0,1,4,19 contributorsfortress lyrics your heart is like a fortress you keep your feelings locked away is it easier does it make you feel safe you wander through the darkness of wilderness behind your eyes i know you’re afraid but you gotta move on  every fortress falls it is not the end it ain't if you fall but how you rise that says who you really are so get up and come through if ever your fortress caves you're always safe  i believe i know you yet i don't truly know myself i pray you won't feel as alone as i have felt you might also likei don't want to fail you so i tell you the awful truth everyone faces darkness on their own as i have done so will you  every fortress falls it is not the end it ain't if you fall but how you rise that says who you really are so get up and go through if ever your fortress caves you're always safe in mine  the earth spins 'round the sun and behold everything happens every night falls prey to sunrise  if your fortress is under siege you can always run to me if your fortress is under siege you can always run every fortress falls it is not the end it ain't if you fall but how you rise that says who you really are so get up and go through if ever your fortress caves you're always safe in mine if ever your fortress caves you're always safe in mine if ever your fortress caves you're always safe in mine  come on through come on through19embed,https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,104,1,0,0,0,9,0,0,1,6,male
130,130,Queens of the Stone Age,Kalopsia,Kalopsia by Queens of the Stone Age,2013-05-13,2013,5,13.0,80029,https://genius.com/Queens-of-the-stone-age-kalopsia-lyrics,0,4,4,48 contributorskalopsia lyrics i never lie to myself tonight rosetinted eyes color my sorrow a shade of wine  byebye black balloon see you real soon wave byebye byebye  oh why you so sad what have they done forget those mindless baboons they're off playing god copycats in cheap suits are playing it safe while cannibals of bad news consume a parade  is it wonderful kalopsia kalopsia kalopsia kalopsia kalopsia  far far from shore the land of nightmares gone forevermore and i love you more than i can control you might also like i don't even try why would i  oh why the long face you've got it all wrong forget the rat in the race we'll choke chain them all fates favor the ones who help themselves the rest feel the sting of the lash as they row as they row the boat the boat to hell to hell  row29embed,https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,106,1,0,0,0,20,1,1,1,0,male
131,131,Queens of the Stone Age,...Like Clockwork,...Like Clockwork by Queens of the Stone Age,2013-05-13,2013,5,13.0,79372,https://genius.com/Queens-of-the-stone-age-like-clockwork-lyrics,0,2,3,46 contributorslike clockwork lyrics everyone it seems has somewhere to go and the faster the world spins the shorter the lights will glow and i'm swimming in the night chasing down the moon the deeper in the water the more i long for you  most of what you see my dear is purely for show because not everything that goes around comes back around you know holdin' on too long is just a fear of letting go because not everything that goes around comes back around you know one thing that is clear it's all downhill from here   the love line in your hand cleverly disguised all the promises of stone crumble in the light  most of what you see my dear is worth letting go because not everything that goes around comes back around you know holdin' on too long is just a fear of what to show because not everything that goes around comes back around you know not everything that goes around comes back around you know one thing that is clear it's all downhill from here oohoohoohoohyou might also like20embed,https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,82,1,0,0,0,18,0,0,0,10,male
132,132,Queens of the Stone Age,Fairweather Friends,Fairweather Friends by Queens of the Stone Age (Ft. Elton John & Trent Reznor),2013-05-13,2013,5,13.0,76048,https://genius.com/Queens-of-the-stone-age-fairweather-friends-lyrics,2,4,4,29 contributorsfairweather friends lyrics is there anyone out there or am i walkin' alone when i turned around and found that you'd gone before the first rain could fall  it seems every single time i was bleedin' broken promises that never came true well it ain't so long before the dawn when the sun is gone well so are well so are you  so what's it gonna take to get you back in bed gossips frauds or snakes they're just our best fairweather friends fairweather friends fairweather friends fairweather friends  one day when we're far away from everything that hurts drink wine and screw is all we'll do every day yeah you might also like  so what's it gonna take to get you back in bed gossips frauds or snakes they're just our best fairweather friends fairweather friends you know the hour's late you're under blue sky don't let 'em in your head fairweather friends you're under i'm gonna pray for rain again and again fairweather friends fairweather friends  fairwe– i don't give a shit about them anyhow14embed,https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,104,0,0,0,0,35,0,0,0,1,male
133,133,Queens of the Stone Age,Little Sister,Little Sister by Queens of the Stone Age,2005-03-22,2005,3,22.0,75718,https://genius.com/Queens-of-the-stone-age-little-sister-lyrics,0,2,3,27 contributorslittle sister lyrics hey sister why you all alone i'm standin' out your window hey little sister can i come inside dear i wanna show you all my love i wanna be the only one i know you like nobody ever baby  little sister can't you find another way no more livin' life behind a shadow little sister can't you find another way no more livin' life behind a shadow  you whisper secrets in my ear slowly dancin' cheek to cheek such a sweet thing when you open up baby they say i'll only do you wrong but come together 'cause i understand just who you really are yeah baby  little sister can't you find another way no more livin' life behind a shadow little sister can't you find another way no more livin' life behind a shadow come check it out you might also like13embed,https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,77,4,1,0,0,18,0,0,0,10,male
134,134,Queens of the Stone Age,Feet Don’t Fail Me,Feet Don't Fail Me by Queens of the Stone Age,2017-08-25,2017,8,25.0,74529,https://genius.com/Queens-of-the-stone-age-feet-dont-fail-me-lyrics,0,1,4,29 contributorsfeet don’t fail me lyrics chasing chasing dancing on and on chasing chasing dancing on and on chasing chasing dancing on and on chasing chasing dancing on and on  i was born in the desert may 17 in '73 when the needle hit the groove i commence to moving i was chasing what's calling me  ohohoh feet don't fail me now one foot in the gutter one in the clouds feet don't fail me now i just gotta move on  life is hard that's why no one survives i'm much older than i thought i'd be feel like a fool yeah like a dancing fool yeah footloose and fancy free you might also like ohohoh feet don't fail me now stand in the gutter with my head in the clouds feet don't fail me now i just gotta move on  push myself the breaking point it's all i know to do except for lie i chase brake lights and dust ad nauseam driven by feelings i cannot hide to be so civilized one must tell civil lies on and on and on and on and  me and my gang come to bust you loose we move with an urgency between pleasure and agony on a oneway line that's the sound that's calling me it's calling me it's calling me it's calling me it's calling me it's calling me it's calling me it's calling me it's calling me it's time to go regret it later we're gon' take it as it comes future tense meets middle finger we take the long way home  ohohoh feet don't fail me now do whatcha gotta do oh do it now feet don't fail me now i just gotta move on6embed,https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,130,0,0,0,0,12,0,0,1,10,male
135,135,Queens of the Stone Age,Smooth Sailing,Smooth Sailing by Queens of the Stone Age,2013-05-13,2013,5,13.0,73449,https://genius.com/Queens-of-the-stone-age-smooth-sailing-lyrics,0,4,4,52 contributorssmooth sailing lyrics ah oh yeah  it's all in motion no stoppin' it now i got nothing to lose and only one way up i'm burnin' bridges i destroy the mirage all visions of collisions fuckin' bon voyage  it's all smooth sailin' from here on out yeah  i got bruises and hickeys stitches and scars got my own theme music plays whenever i yawn fear is the hand that pulls your strings a useless toy pitiful plaything i'm in flagrante in every way everyday  it's all smooth sailin' from here on out i'm gon' do the damage that needs getting done yeah  well god only knows one long vacation if reason is priceless there's no reason to pay for it it's so easy to see yet so hard to find make a mountain of a molehill if if the molehill is mine you might also like i hypnotize you ignore then defy you i blow my load over the status quo here we go i'm a little bit nonchalant when i dance i'm riskin' it allways no second chance  it's gonna be smooth sailin' from here on out yeah i'm gon' do the damage 'til the damage is done yeah  well god only knows so mind your behavior follow prescriptions of your loaded savior every temple needs gold every hook needs to shine hell is at the temple of the closed mind closed mind closed mind closed blinds  ah shut up shut up it's all smooth sailin' from here on out oh shut up oh ooh pow11embed,https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,140,0,1,0,0,27,0,0,0,10,male
136,136,Queens of the Stone Age,Villains of Circumstance,Villains of Circumstance by Queens of the Stone Age,2017-08-25,2017,8,25.0,72550,https://genius.com/Queens-of-the-stone-age-villains-of-circumstance-lyrics,0,1,4,20 contributorsvillains of circumstance lyrics i miss you now what's come over me we're hostages of geography the wait is long and heavy too despite what you're accustomed to i know that life moves on that's what scares me so have no intentions of letting go only us no one in the world only us no one in the world  i better do something move earth and sky and patiently sweetly with all of my might i sing only for you to the beat of my footsteps in the night  close your eyes and dream me home forever mine i'll be forever yours always evermore and on and on always evermore and on and on always evermore and on and on always evermore  there's no magic bullet no cure for pain what's done is done until you do it again life in pursuit of a nameless prey i've been so close i'm so far away it's so hard to explain so easy to feel i need you now nothing is real save me from the villains of circumstance before i lose my place you might also like close your eyes and dream me home forever mine i'll be forever yours i'll be forever yours i'll be forever yours always evermore and on and on always evermore and on and on always evermore and on and on always evermore13embed,https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,110,0,0,0,0,9,0,0,2,9,male
137,137,Queens of the Stone Age,My God Is the Sun,My God Is the Sun by Queens of the Stone Age,2013-05-13,2013,5,13.0,68174,https://genius.com/Queens-of-the-stone-age-my-god-is-the-sun-lyrics,0,4,1,30 contributorsmy god is the sun lyrics far beyond the desert road where everything ends up so good the empty space mental erase forgive forgot  heal them like fire from a gun kneeling my god is the sun heal them with fire from above kneeling my god is the sun  oohooh  well i don't know what time it was i don't wear a watch so good to be an ant who crawls atop a spinning rock beyond  heal them like fire from a gun kneeling my god is the sun heal them with fire from above kneeling my god is the sun yeah heal them like fire from a gun kneeling my god is the sun healin' kneeling godless heathens you might also like godless heathens always want from the sky17embed,https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,64,0,0,3,0,26,0,0,0,1,male
138,138,Queens of the Stone Age,Feel Good Hit of the Summer,Feel Good Hit of the Summer by Queens of the Stone Age (Ft. Rob Halford),2000-11-27,2000,11,27.0,68164,https://genius.com/Queens-of-the-stone-age-feel-good-hit-of-the-summer-lyrics,1,2,2,23 contributorsfeel good hit of the summer lyrics nicotine valium vicodin marijuana ecstasy and alcohol nicotine valium vicodin marijuana ecstasy and alcohol nicotine valium vicodin marijuana ecstasy and alcohol oh nicotine valium vicodin marijuana ecstasy and alcohol  ccccocaine ccccocaine ccocaine oh ccccocaine oh   oh oh  nicotine valium vicodin marijuana ecstasy and alcohol nicotine valium vicodin marijuana ecstasy and alcohol oh nicotine valium vicodin marijuana ecstasy and alcohol nicotine valium vicodin marijuana ecstasy and alcohol nicotine valium vicodin marijuana ecstasy and alcohol nicotine valium vicodin marijuana ecstasy and alcohol  ccccocaine ccccocaine ccocaine you might also like nicotine valium vicodin marijuana ecstasy and alcohol cocaine nicotine valium vicodin marijuana ecstasy and alcohol hey cocaine oh nicotine valium vicodin marijuana ecstasy and alcohol hey cocaine oh nicotine valium vicodin marijuana ecstasy and alcohol cocaine icotine valium vicodin marijuana ecstasy and alcohol cocaine oh nicotine valium vicodin marijuana ccccocaine3embed,https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,26,0,0,0,13,3,0,0,0,0,male
139,139,Queens of the Stone Age,Song for the Dead,Song for the Dead by Queens of the Stone Age,2002-08-27,2002,8,27.0,65540,https://genius.com/Queens-of-the-stone-age-song-for-the-dead-lyrics,0,2,2,36 contributorssong for the dead lyrics  ah ah ah ah ah ah ah ah ah ah ah ah  it's late enough to go drivin' and see what's mine life's the study of dyin' how to do it right you're a holy roller if you're bettin' to lose if you're hangin' around i'm holdin' the noose  ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah  come a little bit closer and get untied in a hearse rollin' over just a track in the line fuck it you might also like ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah   oh oh oh oh oh oh oh oh oh oh oh oh  come on let's go drivin' come on let's take a little ride that's the study of dyin' how to do it right  ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah hey11embed,https://images.genius.com/5e79d98a1f7f8466c82007e4eefda670.612x612x1.jpg,62,0,0,0,0,7,0,0,0,2,male
