,Artist,genre,gender,ngram_2,ngram_3,ngram_4
13,Fugazi,rock,male,"[(('you', 'are'), 24), (('might', 'also'), 20), (('ive', 'got'), 18), (('are', 'my'), 18), (('never', 'mind'), 16), (('you', 'might'), 15), (('what', 'you'), 14), (('you', 'want'), 14), (('stop', 'stop'), 14), (('im', 'not'), 13), (('also', 'like'), 13), (('in', 'the'), 12), (('want', 'to'), 12), (('you', 'im'), 12), (('not', 'playing'), 12), (('playing', 'with'), 12), (('with', 'you'), 12), (('got', 'a'), 12), (('you', 'like'), 12), (('like', 'me'), 12)]","[(('you', 'are', 'my'), 18), (('you', 'might', 'also'), 15), (('might', 'also', 'like'), 13), (('you', 'want', 'to'), 12), (('im', 'not', 'playing'), 12), (('not', 'playing', 'with'), 12), (('playing', 'with', 'you'), 12), (('stop', 'stop', 'stop'), 12), (('you', 'like', 'me'), 12), (('the', 'no', 'movement'), 11), (('you', 'im', 'not'), 11), (('your', 'way', 'of'), 11), (('do', 'you', 'like'), 11), (('want', 'to', 'figure'), 10), (('to', 'figure', 'it'), 10), (('figure', 'it', 'out'), 10), (('well', 'throw', 'down'), 10), (('everybody', 'wants', 'somewhere'), 10), (('like', 'me', 'do'), 9), (('me', 'do', 'you'), 9)]","[(('im', 'not', 'playing', 'with'), 12), (('not', 'playing', 'with', 'you'), 12), (('you', 'im', 'not', 'playing'), 11), (('do', 'you', 'like', 'me'), 11), (('you', 'want', 'to', 'figure'), 10), (('want', 'to', 'figure', 'it'), 10), (('to', 'figure', 'it', 'out'), 10), (('stop', 'stop', 'stop', 'stop'), 10), (('you', 'like', 'me', 'do'), 9), (('like', 'me', 'do', 'you'), 9), (('me', 'do', 'you', 'like'), 9), (('question', 'ive', 'got', 'a'), 9), (('ive', 'got', 'a', 'question'), 9), (('you', 'might', 'also', 'like'), 8), (('playing', 'with', 'you', 'im'), 8), (('with', 'you', 'im', 'not'), 8), (('never', 'mind', 'never', 'mind'), 8), (('lets', 'knock', 'and', 'check'), 8), (('knock', 'and', 'check', 'to'), 8), (('and', 'check', 'to', 'see'), 8)]"
14,Led Zeppelin,rock,male,"[(('ah', 'ah'), 49), (('oh', 'oh'), 44), (('my', 'love'), 36), (('ooh', 'ooh'), 35), (('of', 'my'), 32), (('all', 'of'), 28), (('bring', 'it'), 25), (('might', 'also'), 20), (('my', 'my'), 20), (('you', 'might'), 19), (('also', 'like'), 19), (('ahh', 'ahh'), 18), (('baby', 'baby'), 18), (('ive', 'been'), 17), (('oh', 'yeah'), 16), (('im', 'gonna'), 16), (('it', 'back'), 16), (('going', 'down'), 16), (('lonely', 'lonely'), 16), (('been', 'a'), 15)]","[(('ah', 'ah', 'ah'), 38), (('ooh', 'ooh', 'ooh'), 31), (('oh', 'oh', 'oh'), 27), (('of', 'my', 'love'), 27), (('all', 'of', 'my'), 26), (('you', 'might', 'also'), 19), (('might', 'also', 'like'), 19), (('my', 'my', 'my'), 15), (('been', 'a', 'long'), 15), (('ahh', 'ahh', 'ahh'), 14), (('bring', 'it', 'back'), 13), (('whole', 'lotta', 'love'), 12), (('my', 'love', 'all'), 12), (('love', 'all', 'of'), 12), (('lonely', 'lonely', 'lonely'), 12), (('wanna', 'whole', 'lotta'), 11), (('back', 'bring', 'it'), 11), (('bring', 'it', 'bring'), 11), (('it', 'bring', 'it'), 11), (('a', 'long', 'time'), 11)]","[(('ooh', 'ooh', 'ooh', 'ooh'), 29), (('ah', 'ah', 'ah', 'ah'), 29), (('all', 'of', 'my', 'love'), 26), (('you', 'might', 'also', 'like'), 18), (('oh', 'oh', 'oh', 'oh'), 17), (('ahh', 'ahh', 'ahh', 'ahh'), 12), (('of', 'my', 'love', 'all'), 12), (('my', 'love', 'all', 'of'), 12), (('love', 'all', 'of', 'my'), 12), (('wanna', 'whole', 'lotta', 'love'), 11), (('my', 'my', 'my', 'my'), 11), (('back', 'bring', 'it', 'back'), 11), (('bring', 'it', 'bring', 'it'), 11), (('been', 'a', 'long', 'time'), 11), (('bring', 'it', 'back', 'bring'), 10), (('it', 'back', 'bring', 'it'), 10), (('it', 'bring', 'it', 'bring'), 10), (('whole', 'lotta', 'love', 'wanna'), 9), (('lotta', 'love', 'wanna', 'whole'), 9), (('love', 'wanna', 'whole', 'lotta'), 9)]"
15,Nirvana,rock,male,"[(('she', 'said'), 47), (('said', 'she'), 44), (('yeah', 'yeah'), 39), (('i', 'dont'), 37), (('im', 'not'), 34), (('in', 'the'), 33), (('we', 'are'), 28), (('hello', 'hello'), 24), (('i', 'do'), 23), (('have', 'a'), 22), (('rape', 'me'), 22), (('all', 'in'), 22), (('in', 'all'), 22), (('all', 'is'), 22), (('is', 'all'), 22), (('all', 'we'), 22), (('are', 'all'), 21), (('find', 'a'), 21), (('a', 'way'), 21), (('might', 'also'), 20)]","[(('she', 'said', 'she'), 44), (('said', 'she', 'said'), 44), (('yeah', 'yeah', 'yeah'), 35), (('all', 'in', 'all'), 22), (('in', 'all', 'is'), 22), (('all', 'is', 'all'), 22), (('is', 'all', 'we'), 22), (('all', 'we', 'are'), 22), (('we', 'are', 'all'), 21), (('are', 'all', 'in'), 21), (('find', 'a', 'way'), 21), (('might', 'also', 'like'), 20), (('you', 'might', 'also'), 19), (('me', 'rape', 'me'), 17), (('you', 'know', 'youre'), 17), (('know', 'youre', 'right'), 17), (('im', 'not', 'gonna'), 16), (('not', 'gonna', 'crack'), 16), (('rape', 'me', 'rape'), 16), (('youre', 'right', 'you'), 16)]","[(('she', 'said', 'she', 'said'), 44), (('said', 'she', 'said', 'she'), 41), (('yeah', 'yeah', 'yeah', 'yeah'), 31), (('all', 'in', 'all', 'is'), 22), (('in', 'all', 'is', 'all'), 22), (('all', 'is', 'all', 'we'), 22), (('is', 'all', 'we', 'are'), 22), (('all', 'we', 'are', 'all'), 21), (('we', 'are', 'all', 'in'), 21), (('are', 'all', 'in', 'all'), 21), (('you', 'might', 'also', 'like'), 19), (('you', 'know', 'youre', 'right'), 17), (('im', 'not', 'gonna', 'crack'), 16), (('rape', 'me', 'rape', 'me'), 16), (('know', 'youre', 'right', 'you'), 16), (('youre', 'right', 'you', 'know'), 16), (('right', 'you', 'know', 'youre'), 15), (('not', 'gonna', 'crack', 'i'), 14), (('something', 'in', 'the', 'way'), 14), (('knows', 'not', 'what', 'it'), 14)]"
16,Queens of the Stone Age,rock,male,"[(('ah', 'ah'), 56), (('i', 'wanna'), 26), (('in', 'the'), 23), (('might', 'also'), 20), (('make', 'it'), 20), (('you', 'might'), 19), (('also', 'like'), 19), (('wanna', 'make'), 19), (('and', 'on'), 19), (('valium', 'vicodin'), 16), (('vicodin', 'marijuana'), 16), (('nicotine', 'valium'), 15), (('marijuana', 'ecstasy'), 15), (('ecstasy', 'and'), 15), (('and', 'alcohol'), 15), (('gimme', 'some'), 14), (('on', 'and'), 14), (('oh', 'oh'), 13), (('some', 'more'), 12), (('again', 'and'), 12)]","[(('ah', 'ah', 'ah'), 52), (('you', 'might', 'also'), 19), (('might', 'also', 'like'), 19), (('i', 'wanna', 'make'), 19), (('wanna', 'make', 'it'), 19), (('valium', 'vicodin', 'marijuana'), 16), (('nicotine', 'valium', 'vicodin'), 15), (('vicodin', 'marijuana', 'ecstasy'), 15), (('marijuana', 'ecstasy', 'and'), 15), (('ecstasy', 'and', 'alcohol'), 15), (('on', 'and', 'on'), 13), (('gimme', 'some', 'more'), 12), (('again', 'and', 'again'), 12), (('oh', 'oh', 'oh'), 11), (('gimme', 'toro', 'gimme'), 10), (('toro', 'gimme', 'some'), 10), (('make', 'it', 'wit'), 9), (('it', 'wit', 'chu'), 9), (('and', 'on', 'and'), 9), (('calling', 'me', 'its'), 9)]","[(('ah', 'ah', 'ah', 'ah'), 48), (('i', 'wanna', 'make', 'it'), 19), (('you', 'might', 'also', 'like'), 18), (('nicotine', 'valium', 'vicodin', 'marijuana'), 15), (('valium', 'vicodin', 'marijuana', 'ecstasy'), 15), (('vicodin', 'marijuana', 'ecstasy', 'and'), 15), (('marijuana', 'ecstasy', 'and', 'alcohol'), 15), (('gimme', 'toro', 'gimme', 'some'), 10), (('toro', 'gimme', 'some', 'more'), 10), (('wanna', 'make', 'it', 'wit'), 9), (('make', 'it', 'wit', 'chu'), 9), (('oh', 'oh', 'oh', 'oh'), 9), (('if', 'i', 'had', 'a'), 8), (('i', 'had', 'a', 'tail'), 8), (('and', 'on', 'and', 'on'), 8), (('calling', 'me', 'its', 'calling'), 8), (('me', 'its', 'calling', 'me'), 8), (('its', 'calling', 'me', 'its'), 8), (('gimme', 'some', 'more', 'gimme'), 7), (('some', 'more', 'gimme', 'toro'), 7)]"
17,The Rolling Stones,rock,male,"[(('its', 'just'), 26), (('get', 'what'), 25), (('what', 'you'), 25), (('hey', 'hey'), 25), (('just', 'a'), 24), (('i', 'cant'), 24), (('you', 'cant'), 22), (('you', 'might'), 21), (('might', 'also'), 20), (('and', 'i'), 20), (('cant', 'get'), 20), (('get', 'no'), 20), (('also', 'like'), 19), (('like', 'a'), 19), (('a', 'shot'), 19), (('shot', 'away'), 19), (('never', 'never'), 19), (('cant', 'always'), 18), (('always', 'get'), 18), (('you', 'want'), 18)]","[(('get', 'what', 'you'), 25), (('its', 'just', 'a'), 24), (('you', 'might', 'also'), 20), (('i', 'cant', 'get'), 20), (('cant', 'get', 'no'), 20), (('might', 'also', 'like'), 19), (('just', 'a', 'shot'), 19), (('a', 'shot', 'away'), 19), (('you', 'cant', 'always'), 18), (('cant', 'always', 'get'), 18), (('always', 'get', 'what'), 18), (('what', 'you', 'want'), 18), (('hey', 'hey', 'hey'), 16), (('away', 'its', 'just'), 15), (('never', 'never', 'never'), 13), (('angry', 'with', 'me'), 13), (('under', 'my', 'thumb'), 13), (('ooo', 'hoo', 'hoo'), 12), (('its', 'a', 'gas'), 12), (('shot', 'away', 'its'), 11)]","[(('i', 'cant', 'get', 'no'), 20), (('you', 'might', 'also', 'like'), 19), (('its', 'just', 'a', 'shot'), 19), (('just', 'a', 'shot', 'away'), 19), (('you', 'cant', 'always', 'get'), 18), (('cant', 'always', 'get', 'what'), 18), (('always', 'get', 'what', 'you'), 18), (('get', 'what', 'you', 'want'), 18), (('away', 'its', 'just', 'a'), 15), (('a', 'shot', 'away', 'its'), 11), (('shot', 'away', 'its', 'just'), 11), (('make', 'a', 'grown', 'man'), 10), (('a', 'grown', 'man', 'cry'), 10), (('ooo', 'hoo', 'hoo', 'ooo'), 9), (('hoo', 'hoo', 'ooo', 'hoo'), 9), (('hoo', 'ooo', 'hoo', 'hoo'), 9), (('i', 'try', 'and', 'i'), 9), (('try', 'and', 'i', 'try'), 9), (('she', 'comes', 'in', 'colours'), 9), (('jumpin', 'jack', 'flash', 'its'), 9)]"
18,The Strokes,rock,male,"[(('on', 'the'), 21), (('you', 'might'), 20), (('might', 'also'), 20), (('also', 'like'), 20), (('i', 'dont'), 20), (('yeah', 'oh'), 20), (('hey', 'yeah'), 19), (('for', 'you'), 17), (('i', 'cant'), 15), (('bad', 'decisions'), 15), (('i', 'know'), 14), (('i', 'just'), 14), (('but', 'i'), 13), (('ill', 'be'), 13), (('makin', 'bad'), 12), (('i', 'want'), 11), (('that', 'you'), 11), (('im', 'not'), 11), (('in', 'the'), 10), (('dont', 'want'), 9)]","[(('you', 'might', 'also'), 20), (('might', 'also', 'like'), 20), (('hey', 'yeah', 'oh'), 19), (('makin', 'bad', 'decisions'), 12), (('on', 'the', 'bright'), 8), (('the', 'bright', 'side'), 8), (('ill', 'be', 'waiting'), 7), (('nah', 'nah', 'nah'), 6), (('i', 'just', 'cant'), 6), (('for', 'a', 'while'), 6), (('is', 'this', 'it'), 6), (('oh', 'maybe', 'not'), 5), (('maybe', 'not', 'tonight'), 5), (('also', 'like', 'oh'), 5), (('im', 'staying', 'hungry'), 5), (('she', 'said', '""oh'), 5), (('oh', 'makin', 'bad'), 5), (('ooh', 'ooh', 'ooh'), 5), (('im', 'not', 'gonna'), 5), (('not', 'gonna', 'give'), 5)]","[(('you', 'might', 'also', 'like'), 20), (('on', 'the', 'bright', 'side'), 8), (('oh', 'maybe', 'not', 'tonight'), 5), (('might', 'also', 'like', 'oh'), 5), (('nah', 'nah', 'nah', 'nah'), 5), (('oh', 'makin', 'bad', 'decisions'), 5), (('im', 'not', 'gonna', 'give'), 5), (('the', 'right', 'thing', 'but'), 4), (('you', 'want', 'me', 'to'), 4), (('maybe', 'not', 'tonight', 'oh'), 4), (('not', 'tonight', 'oh', 'maybe'), 4), (('tonight', 'oh', 'maybe', 'not'), 4), (('might', 'also', 'like', 'i'), 4), (('i', 'just', 'want', 'to'), 4), (('just', 'for', 'a', 'while'), 4), (('is', 'this', 'it', 'is'), 4), (('this', 'it', 'is', 'this'), 4), (('it', 'is', 'this', 'it'), 4), (('i', 'dont', 'see', 'it'), 4), (('dont', 'see', 'it', 'that'), 4)]"
19,The White Stripes,rock,male,"[(('in', 'the'), 36), (('theres', 'no'), 28), (('gonna', 'ring'), 28), (('ring', 'it'), 28), (('for', 'you'), 25), (('ah', 'ah'), 22), (('to', 'do'), 21), (('when', 'you'), 21), (('you', 'gonna'), 21), (('might', 'also'), 20), (('also', 'like'), 20), (('dont', 'know'), 20), (('no', 'home'), 20), (('home', 'for'), 20), (('you', 'here'), 20), (('you', 'might'), 18), (('thinkin', 'about'), 18), (('about', 'my'), 15), (('my', 'doorbell'), 15), (('and', 'i'), 14)]","[(('gonna', 'ring', 'it'), 28), (('you', 'gonna', 'ring'), 21), (('might', 'also', 'like'), 20), (('theres', 'no', 'home'), 20), (('no', 'home', 'for'), 20), (('home', 'for', 'you'), 20), (('for', 'you', 'here'), 20), (('when', 'you', 'gonna'), 20), (('ah', 'ah', 'ah'), 19), (('you', 'might', 'also'), 18), (('thinkin', 'about', 'my'), 15), (('about', 'my', 'doorbell'), 15), (('what', 'to', 'do'), 14), (('button', 'to', 'button'), 13), (('dont', 'know', 'what'), 13), (('know', 'what', 'to'), 13), (('the', 'hardest', 'button'), 12), (('hardest', 'button', 'to'), 12), (('la', 'la', 'la'), 12), (('in', 'the', 'cold'), 12)]","[(('you', 'gonna', 'ring', 'it'), 21), (('theres', 'no', 'home', 'for'), 20), (('no', 'home', 'for', 'you'), 20), (('home', 'for', 'you', 'here'), 20), (('when', 'you', 'gonna', 'ring'), 20), (('you', 'might', 'also', 'like'), 18), (('ah', 'ah', 'ah', 'ah'), 16), (('thinkin', 'about', 'my', 'doorbell'), 15), (('dont', 'know', 'what', 'to'), 13), (('know', 'what', 'to', 'do'), 13), (('the', 'hardest', 'button', 'to'), 12), (('hardest', 'button', 'to', 'button'), 12), (('in', 'the', 'cold', 'cold'), 12), (('the', 'cold', 'cold', 'night'), 12), (('la', 'la', 'la', 'la'), 11), (('im', 'thinkin', 'about', 'my'), 11), (('about', 'my', 'doorbell', 'when'), 11), (('gonna', 'ring', 'it', 'yeah'), 11), (('for', 'you', 'here', 'girl'), 10), (('you', 'here', 'girl', 'go'), 10)]"
20,2Pac,rap,male,"[(('in', 'the'), 76), (('only', 'god'), 46), (('you', 'know'), 41), (('i', 'aint'), 39), (('nothin', 'but'), 36), (('the', 'way'), 35), (('but', 'a'), 34), (('the', 'world'), 34), (('god', 'can'), 34), (('it', 'is'), 33), (('to', 'the'), 33), (('can', 'judge'), 33), (('judge', 'me'), 33), (('see', 'me'), 32), (('the', 'same'), 32), (('gangsta', 'party'), 32), (('against', 'the'), 30), (('aint', 'nothin'), 29), (('me', 'against'), 29), (('on', 'the'), 28)]","[(('nothin', 'but', 'a'), 33), (('only', 'god', 'can'), 33), (('god', 'can', 'judge'), 33), (('can', 'judge', 'me'), 33), (('me', 'against', 'the'), 29), (('against', 'the', 'world'), 29), (('way', 'it', 'is'), 28), (('aint', 'nothin', 'but'), 27), (('the', 'way', 'it'), 26), (('but', 'a', 'gangsta'), 26), (('a', 'gangsta', 'party'), 26), (('me', 'only', 'god'), 26), (('judge', 'me', 'only'), 25), (('round', 'and', 'round'), 25), (('i', 'aint', 'mad'), 23), (('aint', 'mad', 'at'), 23), (('mad', 'at', 'cha'), 23), (('cant', 'see', 'me'), 21), (('its', 'all', 'about'), 20), (('all', 'about', 'you'), 19)]","[(('only', 'god', 'can', 'judge'), 33), (('god', 'can', 'judge', 'me'), 33), (('me', 'against', 'the', 'world'), 29), (('the', 'way', 'it', 'is'), 26), (('aint', 'nothin', 'but', 'a'), 26), (('nothin', 'but', 'a', 'gangsta'), 26), (('but', 'a', 'gangsta', 'party'), 26), (('can', 'judge', 'me', 'only'), 25), (('judge', 'me', 'only', 'god'), 25), (('i', 'aint', 'mad', 'at'), 23), (('aint', 'mad', 'at', 'cha'), 23), (('you', 'might', 'also', 'like'), 18), (('its', 'just', 'me', 'against'), 18), (('just', 'me', 'against', 'the'), 18), (('its', 'all', 'about', 'you'), 18), (('just', 'the', 'way', 'it'), 15), (('all', 'eyes', 'on', 'me'), 15), (('thats', 'just', 'the', 'way'), 14), (('the', 'life', 'of', 'a'), 13), (('mad', 'at', 'cha', 'i'), 13)]"
21,A Tribe Called Quest,rap,male,"[(('buggin', 'out'), 65), (('out', 'buggin'), 47), (('oh', 'my'), 46), (('my', 'god'), 44), (('on', 'the'), 43), (('of', 'sound'), 41), (('you', 'know'), 39), (('relax', 'yourself'), 37), (('yourself', 'girl'), 37), (('girl', 'please'), 37), (('please', 'settle'), 37), (('settle', 'down'), 37), (('phife', 'dawg'), 36), (('with', 'the'), 33), (('sound', 'solid'), 33), (('down', 'relax'), 30), (('in', 'the'), 30), (('for', 'the'), 30), (('this', 'shit'), 28), (('solid', 'wall'), 28)]","[(('out', 'buggin', 'out'), 47), (('buggin', 'out', 'buggin'), 46), (('oh', 'my', 'god'), 44), (('relax', 'yourself', 'girl'), 37), (('yourself', 'girl', 'please'), 37), (('girl', 'please', 'settle'), 37), (('please', 'settle', 'down'), 37), (('of', 'sound', 'solid'), 32), (('settle', 'down', 'relax'), 30), (('down', 'relax', 'yourself'), 30), (('solid', 'wall', 'of'), 28), (('wall', 'of', 'sound'), 28), (('sound', 'solid', 'wall'), 26), (('dont', 'you', 'know'), 25), (('all', 'this', 'shit'), 25), (('shit', 'is', 'fantasy'), 25), (('this', 'shit', 'is'), 24), (('gotta', 'put', 'me'), 23), (('kids', 'dont', 'you'), 23), (('you', 'know', 'how'), 23)]","[(('buggin', 'out', 'buggin', 'out'), 46), (('relax', 'yourself', 'girl', 'please'), 37), (('yourself', 'girl', 'please', 'settle'), 37), (('girl', 'please', 'settle', 'down'), 37), (('out', 'buggin', 'out', 'buggin'), 31), (('please', 'settle', 'down', 'relax'), 30), (('settle', 'down', 'relax', 'yourself'), 30), (('down', 'relax', 'yourself', 'girl'), 30), (('solid', 'wall', 'of', 'sound'), 28), (('of', 'sound', 'solid', 'wall'), 26), (('sound', 'solid', 'wall', 'of'), 26), (('wall', 'of', 'sound', 'solid'), 25), (('all', 'this', 'shit', 'is'), 24), (('this', 'shit', 'is', 'fantasy'), 24), (('kids', 'dont', 'you', 'know'), 23), (('dont', 'you', 'know', 'how'), 23), (('you', 'know', 'how', 'all'), 23), (('know', 'how', 'all', 'this'), 23), (('how', 'all', 'this', 'shit'), 23), (('kids', 'kids', 'dont', 'you'), 22)]"
22,Eminem,rap,male,"[(('your', 'superman'), 63), (('cant', 'be'), 50), (('be', 'your'), 49), (('in', 'the'), 47), (('i', 'dont'), 46), (('superman', 'cant'), 35), (('i', 'know'), 34), (('and', 'i'), 32), (('on', 'my'), 32), (('like', 'a'), 31), (('i', 'got'), 30), (('but', 'i'), 29), (('stand', 'up'), 28), (('i', 'cant'), 27), (('please', 'stand'), 27), (('and', 'im'), 26), (('on', 'the'), 25), (('with', 'the'), 25), (('in', 'a'), 24), (('i', 'love'), 24)]","[(('cant', 'be', 'your'), 49), (('be', 'your', 'superman'), 49), (('your', 'superman', 'cant'), 35), (('superman', 'cant', 'be'), 35), (('please', 'stand', 'up'), 27), (('might', 'also', 'like'), 18), (('you', 'might', 'also'), 17), (('stand', 'up', 'please'), 16), (('up', 'please', 'stand'), 16), (('we', 'have', 'in'), 16), (('dont', 'fall', 'on'), 16), (('newooh', 'oohooh', 'newooh'), 15), (('oohooh', 'newooh', 'oohooh'), 15), (('thats', 'how', 'much'), 15), (('how', 'much', 'we'), 15), (('much', 'we', 'have'), 15), (('have', 'in', 'common'), 15), (('fall', 'on', 'my'), 15), (('the', 'roof', 'comes'), 14), (('roof', 'comes', 'off'), 14)]","[(('cant', 'be', 'your', 'superman'), 49), (('be', 'your', 'superman', 'cant'), 35), (('your', 'superman', 'cant', 'be'), 35), (('superman', 'cant', 'be', 'your'), 35), (('you', 'might', 'also', 'like'), 17), (('please', 'stand', 'up', 'please'), 16), (('stand', 'up', 'please', 'stand'), 16), (('up', 'please', 'stand', 'up'), 16), (('newooh', 'oohooh', 'newooh', 'oohooh'), 15), (('thats', 'how', 'much', 'we'), 15), (('how', 'much', 'we', 'have'), 15), (('much', 'we', 'have', 'in'), 15), (('we', 'have', 'in', 'common'), 15), (('dont', 'fall', 'on', 'my'), 15), (('the', 'roof', 'comes', 'off'), 14), (('i', 'cant', 'be', 'your'), 14), (('your', 'superman', 'your', 'superman'), 14), (('shady', 'please', 'stand', 'up'), 11), (('i', 'love', 'the', 'way'), 11), (('love', 'the', 'way', 'you'), 11)]"
23,Ice Cube,rap,male,"[(('do', 'it'), 74), (('in', 'the'), 68), (('if', 'you'), 60), (('for', 'the'), 37), (('the', 'fuck'), 32), (('it', 'put'), 31), (('put', 'your'), 31), (('into', 'it'), 31), (('ice', 'cube'), 30), (('you', 'a'), 30), (('yo', 'self'), 29), (('with', 'the'), 28), (('the', 'president'), 28), (('on', 'the'), 27), (('your', 'ass'), 26), (('i', 'got'), 26), (('you', 'dont'), 26), (('can', 'do'), 26), (('arrest', 'the'), 25), (('go', 'to'), 24)]","[(('it', 'put', 'your'), 31), (('arrest', 'the', 'president'), 25), (('if', 'you', 'a'), 25), (('can', 'do', 'it'), 24), (('do', 'it', 'put'), 24), (('might', 'also', 'like'), 20), (('the', 'fuck', 'we'), 20), (('you', 'might', 'also'), 19), (('if', 'you', 'dont'), 19), (('you', 'scared', 'you'), 17), (('scared', 'you', 'scared'), 17), (('put', 'your', 'ass'), 16), (('your', 'ass', 'into'), 16), (('ass', 'into', 'it'), 16), (('do', 'it', 'do'), 16), (('it', 'do', 'it'), 16), (('heres', 'what', 'they'), 15), (('what', 'they', 'think'), 15), (('they', 'think', 'about'), 15), (('think', 'about', 'you'), 15)]","[(('can', 'do', 'it', 'put'), 24), (('do', 'it', 'put', 'your'), 24), (('you', 'might', 'also', 'like'), 19), (('you', 'scared', 'you', 'scared'), 17), (('it', 'put', 'your', 'ass'), 16), (('put', 'your', 'ass', 'into'), 16), (('your', 'ass', 'into', 'it'), 16), (('do', 'it', 'do', 'it'), 16), (('heres', 'what', 'they', 'think'), 15), (('what', 'they', 'think', 'about'), 15), (('they', 'think', 'about', 'you'), 15), (('it', 'put', 'your', 'back'), 15), (('put', 'your', 'back', 'into'), 15), (('your', 'back', 'into', 'it'), 15), (('look', 'at', 'these', 'niggas'), 14), (('at', 'these', 'niggas', 'with'), 14), (('these', 'niggas', 'with', 'attitudes'), 14), (('yo', 'self', 'before', 'you'), 13), (('aint', 'nothin', 'to', 'it'), 12), (('nothin', 'to', 'it', 'gangsta'), 12)]"
24,JAY-Z,rap,male,"[(('in', 'the'), 43), (('i', 'got'), 41), (('yeah', 'yeah'), 36), (('on', 'the'), 34), (('i', 'dont'), 31), (('you', 'know'), 28), (('uh', 'uh'), 26), (('know', 'i'), 24), (('this', 'rap'), 24), (('rap', 'shit'), 24), (('with', 'me'), 23), (('new', 'york'), 23), (('we', 'runnin'), 23), (('runnin', 'this'), 23), (('got', 'it'), 22), (('me', 'you'), 21), (('i', 'know'), 20), (('might', 'also'), 20), (('also', 'like'), 20), (('to', 'the'), 20)]","[(('this', 'rap', 'shit'), 24), (('we', 'runnin', 'this'), 23), (('runnin', 'this', 'rap'), 23), (('might', 'also', 'like'), 20), (('i', 'got', 'it'), 20), (('fuck', 'with', 'me'), 20), (('you', 'might', 'also'), 19), (('you', 'know', 'i'), 19), (('know', 'i', 'got'), 19), (('uh', 'uh', 'uh'), 18), (('with', 'me', 'you'), 18), (('me', 'you', 'know'), 18), (('yeah', 'yeah', 'yeah'), 15), (('the', 'song', 'cry'), 14), (('give', 'it', 'up'), 13), (('yeah', 'yeah', 'like'), 13), (('yeah', 'like', 'yeah'), 13), (('like', 'yeah', 'yeah'), 13), (('one', 'day', 'youre'), 12), (('it', 'up', 'give'), 12)]","[(('we', 'runnin', 'this', 'rap'), 23), (('runnin', 'this', 'rap', 'shit'), 23), (('you', 'might', 'also', 'like'), 19), (('know', 'i', 'got', 'it'), 19), (('fuck', 'with', 'me', 'you'), 18), (('with', 'me', 'you', 'know'), 18), (('me', 'you', 'know', 'i'), 18), (('you', 'know', 'i', 'got'), 18), (('yeah', 'yeah', 'yeah', 'like'), 13), (('yeah', 'yeah', 'like', 'yeah'), 13), (('yeah', 'like', 'yeah', 'yeah'), 13), (('like', 'yeah', 'yeah', 'yeah'), 13), (('give', 'it', 'up', 'give'), 12), (('it', 'up', 'give', 'it'), 12), (('it', 'fuck', 'with', 'me'), 12), (('renegade', 'never', 'been', 'afraid'), 12), (('never', 'been', 'afraid', 'to'), 12), (('we', 'be', 'big', 'pimpin'), 12), (('comin', 'down', 'my', 'eyes'), 12), (('down', 'my', 'eyes', 'so'), 12)]"
25,Kanye West,rap,male,"[(('in', 'the'), 44), (('look', 'at'), 41), (('bam', 'bam'), 41), (('i', 'know'), 40), (('ey', 'ey'), 40), (('at', 'ya'), 30), (('for', 'the'), 28), (('get', 'down'), 28), (('i', 'dont'), 27), (('you', 'cant'), 27), (('la', 'la'), 27), (('and', 'a'), 25), (('and', 'i'), 25), (('i', 'just'), 24), (('ya', 'look'), 24), (('i', 'gotta'), 24), (('grid', 'grid'), 24), (('i', 'aint'), 23), (('chill', 'chill'), 23), (('i', 'got'), 22)]","[(('look', 'at', 'ya'), 30), (('at', 'ya', 'look'), 24), (('ya', 'look', 'at'), 24), (('ey', 'ey', 'ey'), 24), (('chill', 'chill', 'chill'), 22), (('bam', 'bam', 'bam'), 20), (('might', 'also', 'like'), 19), (('you', 'might', 'also'), 18), (('la', 'la', 'la'), 18), (('bam', 'ey', 'ey'), 16), (('i', 'gotta', 'leave'), 16), (('gotta', 'leave', 'get'), 16), (('leave', 'get', 'down'), 16), (('get', 'down', 'girl'), 16), (('down', 'girl', 'go'), 16), (('girl', 'go', 'head'), 16), (('have', 'a', 'toast'), 15), (('grid', 'grid', 'grid'), 15), (('lets', 'have', 'a'), 14), (('you', 'cant', 'tell'), 13)]","[(('look', 'at', 'ya', 'look'), 24), (('at', 'ya', 'look', 'at'), 24), (('ya', 'look', 'at', 'ya'), 24), (('chill', 'chill', 'chill', 'chill'), 21), (('you', 'might', 'also', 'like'), 18), (('bam', 'ey', 'ey', 'ey'), 16), (('i', 'gotta', 'leave', 'get'), 16), (('gotta', 'leave', 'get', 'down'), 16), (('leave', 'get', 'down', 'girl'), 16), (('get', 'down', 'girl', 'go'), 16), (('down', 'girl', 'go', 'head'), 16), (('you', 'cant', 'tell', 'me'), 13), (('cant', 'tell', 'me', 'nothing'), 13), (('ima', 'need', 'to', 'see'), 12), (('need', 'to', 'see', 'your'), 12), (('to', 'see', 'your', 'fuckin'), 12), (('see', 'your', 'fuckin', 'hands'), 12), (('lets', 'have', 'a', 'toast'), 12), (('have', 'a', 'toast', 'for'), 12), (('a', 'toast', 'for', 'the'), 12)]"
